name,profile
Prof. K. Subramanian,"Prof. Krishnamurthy Subramanian, a highly acclaimed expert in banking and monetary policy and corporate governance, is the newly appointed 17th Chief Economic Advisor (CEA) to the Government of India. Considering his stellar academic contributions, publications and prolific commentaries on contemporary economic issues in leading dailies such as The Economic Times, Mint, The Indian Express and The Financial Express, his selection for the highly coveted role is regarded as an extremely 'thoughtful choice'. After brief stints with industry in various management roles, he obtained his PhD in Financial Economics and joined academics. Since 2010, he has been associated with the Indian School of Business, Hyderabad. Hailed as one of chief architects of the Indian banking reforms and other path-breaking research with a significant societal impact, he was named ISB's inaugural Alumni Endowment Research Fellow in 2014. ""It has been quite revealing for me to observe how strong a democracy we have where processes do not depend on individuals.""Prof. Subramanian completed his B.Tech. in electrical engineering from IIT Kanpur in 1994. After a three-year stint at Tata Consultancy Services as a senior Analyst and manager, he joined IIM Calcutta to pursue his MBA in Finance. At IIM Calcutta, he won the Exide India and BPL India Prizes for outstanding overall performances, the IIM Director's medal for ""Most Progressive Outlook to Management Problems"", and was placed in the Institute's Roll of Honor for being a top ranker in his batch.

From April 1999 to August 2001, he served in a management role in the research group at ICICI Ltd. and was the executive assistant to Chairman, FIMMDA (Fixed Income Money Market and Derivatives Association of India). In 2001, he joined the Booth School of Business at the University of Chicago to pursue a PhD in Financial Economics under the guidance of Prof. Luigi Zingales and Prof. Raghuram Rajan. Prof. Subramanian's PhD dissertation titled 'Boundary Decisions & Financing choices in Human Capital Intensive Firms' earned him the Ewing Marion Kauffman Foundation Dissertation Fellowship that recognizes the top 15 PhD dissertations across all disciplines every year. It also won him the Outstanding PhD Student Award by the American Finance Association (AFA).

Prof. Subramanian started his academic career with the Goizueta Business School, Emory University, USA as an Assistant Professor of Finance in September 2005. In 2010, he returned to India and joined the Indian School of Business, one of the world's leading B-schools, where he continues to serve as an Associate Professor of Finance and Executive Director of the Centre for Analytical Finance. He has also been a Visiting Associate Professor of Finance at the Kellogg School of Management, Northwestern University, USA.

Prof. Subramanian's key areas of research include banking & monetary policy, corporate governance, banking regulation, bankruptcy, innovation & entrepreneurship, law and finance, and emerging markets. His scholarly works have been published in some of the leading journals, including The Review of Financial Studies, The Journal of Financial Economics, The Journal of Financial and Quantitative Analysis, and The Journal of Law and Economics. Since 2015, he has been serving as the Associate Editor of the Financial Management & Journal of Corporate Finance. Owing to his seminal contributions in shaping the Indian banking sector and other path-breaking research with a significant societal impact, he was named ISB's inaugural Alumni Endowment Research Fellow in 2014.

Prof. Subramanian has an extensive experience in the field of public policy and corporate governance. He has served on the boards of Securities and Exchange Board of India (SEBI); Reserve Bank of India (RBI) Academy; Bandhan Bank, the first bank to be licensed after independence in eastern India; and the National Institute of Bank Management. He is a regular columnist in some of the leading publications and frequently appears as an expert commentator on various media channels.



In December 2018, Prof. K. Subramanian was appointed as the 17th Chief Economic Advisor to the Government of India for a period of three years. On his appointment, Prof. Rajendra Srivastava, dean, ISB said, ""Professor Subramanian has been a very active contributor to ISB's intellectual environment since he joined us in 2009. This is a very prestigious appointment which allows a bright, young academic like Subbu to actively help shape the economic policy of the country."" In his new role, Prof. Subramanian would be primarily responsible for providing policy inputs on industrial development and foreign trade, conducting analysis of trends in industrial production and releasing statistical information on key economic indicators. He is the recipient of the prestigious IITK Distinguished Alumnus Award 2019."
Mr. Prem Das Rai,"Prem Das Rai, one of the most distinguished alumni of IIT Kanpur, is an Indian politician from the Sikkim Democratic Front (SDF) party. He has been associated with the party since its formative years and has helped shaping the party's manifesto and the vision. He has held all the key posts in the party including being the party's General Secretary. In 2009, he earned the distinction of being the first and only member of Parliament with degrees from both an IIT as well as an IIM after being elected to the Lok Sabha from the Sikkim constituency. Mr. Rai continues to work towards the betterment of the Sikkimese people. ""The more you talk of technology, the more you talk of better processes. I firmly believe that there should be many more people in public life from such institutions.""Though Mr. Rai never thought of Politics as a career option not even on a distant horizon, he ended up being a politician who contributed immensely to the state of Sikkim. It was while working in the Bank of America at Kolkata that he met B.B. Lal, the then Governor of Sikkim, who mentored him and convinced him to work for the State. In 1979, he was appointed as a Project Manager in the Sikkim Flour Mills that was in the process of being set up. Later, he worked for the Sikkim government for 6 years in different capacities including the Managing Director of Sikkim Milk Union; Chairman of Sikkim Industrial Development and Investment Corporation (SIDICO) and Sikkim Scheduled Tribes and All Other Backward Classes Financial Development Corporation (SABCO); founding Chairman of the Ecotourism and Conservation Society of Sikkim (ECOSS); and CEO (Northeast) of BASIX.



At BASIX, one of India's largest microfinance and livelihood promotion institutions, Mr. Rai worked closely with farmers, villagers, and non-governmental organizations and implemented several microfinance initiatives in Sikkim and other north-east states. However, owing to increasing family expenses and inability to meet the demands, Mr. Rai had to move to the USA, where he couldn't stay long. He soon returned to Sikkim to join active Politics.

Being a technology and a management expert, Mr. Rai is credited for introducing IT and Sustainable Eco-tourism to Sikkim. Through social networking, he has felicitated exchange programs and promoted diversity. He has played a crucial role in strengthening the network of NGOs and creating an environment for proactive Sikkimese civil society. In 2002, he was awarded the prestigious Eisenhower Fellowship (USA) for making tremendous contributions to Sikkim's economic and industrial growth.

In 2009, Mr. Prem Das Rai was elected to the Lok Sabha from Sikkim constituency and became the first Member of Parliament to have an IIT as well as an IIM degree. He took to his duties with a clear and a sharp focus. ""Improved technology leads to improved processes. It is in this that managerial capabilities of people like us can come in handy to ensure accountability through efficient implementation."" Having grown up amidst political discussions at home with his father being an active politician, Mr. Rai believes that Politics is a continuous learning process. Politics may not be ideal for a business oriented mind, but nothing is ideal in this world. For the same reasons, he accepts interns under him so that they can see what makes a politician tick."
Dr. K. M. Abraham,"Dr. Kandathil Mathew Abraham, a 1982 Kerala cadre IAS officer, is best known for exposing irregularities in the functioning of the Sahara group during his tenure as the whole-time member of the Securities and Exchange Board of India. Despite facing intense pressure from the government, he exposed two of the fraudulent companies of the group and held them liable to refund investors. IIT Kanpur has conferred upon him the Satyendra K Dubey Memorial Award 2016 for displaying highest professional integrity and honesty while serving his duty.Dr. Abraham is an M.Tech. in Industrial Management from IIT Kanpur. He also is a Licensed Financial Analyst (LIFA) professional from the USA and holds a Ph.D. from the University of Michigan, Ann Arbor. In 1982, he joined the Indian Administrative Services (IAS) and held various positions in the Government of Kerala. He has been a Secretary in the Department of Finance, Government of Kerala for six years. He was also the founding fund manager of the Kerala Infrastructure Investment Fund and the Principal Secretary, Higher Education Department, Govt. of Kerala. In 2008, he took charge as the Whole Time Member of the SEBI.

During his tenure with the SEBI, he exposed the financial irregularities at the Sahara group and passed an order dated 23rd June 2011 against the Sahara India Real Estate Corporation (SIREC) and Sahara Housing Investment Corporation (SHIC). ""The two companies are without a doubt, clearly in gross violation of the provisions of the laws applicable to public companies making offers of securities to the public. (They) seem to be unable to furnish even basic data on the identity of its own investor..."" he said, in his order. He exposed the two shadowy companies so thoroughly that neither the Securities Appellate Tribunal nor the Supreme Court could find faults with it. The Supreme Court agreed with almost all the contentions of Dr. Abraham in his final order against the two Sahara companies. His work was so meticulous and unimpeachable that nobody could challenge its authenticity.



Interestingly, Dr. Abraham was not given an extension at SEBI allegedly due to immense political pressure. He even wrote a letter to the then Prime Minster accusing the Finance Ministry for pressuring the regulator to go easy on several high-profile cases including Sahara. Later, the Finance Ministry denied the allegations. His tenure ended under a cloud.

Currently, Dr. Abraham serves as an Additional Chief Secretary with the Kerala government in Thiruvananthapuram. He is also a visiting Professor of Finance in IIT Kanpur and Asian School of Business, Thiruvananthapuram."
Mr. Ram Sewak Sharma,"An officer of the 1978 Jharkhand cadre Indian Administrative Services batch, Ram Sewak Sharma is the Secretary, Department of Electronics and Information Technology (under Ministry of Communications and Information Technology), Government of India. In recent times, he has been instrumental in some key policy initiatives of the Narendra Modi government such as Digital India drive and local electronics manufacturing initiatives. In 2008, he was awarded the Prime Minister's Award for Excellence in Public Administration for his impeccable service record and outstanding contributions. IIT Kanpur has conferred upon him the Distinguished Alumnus Award 2016 for management excellence.Born in 1955 in a small village in Uttar Pradesh, Mr. Sharma had to struggle hard to complete his early education as his village had no primary school until a few years ago. However, his zest for knowledge, especially for Science took him to the University of Allahabad where he pursued a bachelor's degree in the subject. Following it, he joined the Indian Institute of Technology in 1974 to pursue a Master's in Mathematics. In 1978, he joined the Indian Administrative Services.



Throughout his administrative career, he has held several key positions including:"
Late Mr. Satyendra Kumar Dubey,"Every alumnus of IIT Kanpur holds a special place in our heart but there are a very few whose names will go down in the history pages for their exemplary life and extraordinarily commendable work. Satyendra K. Dubey was one of those rare breeds of people who lost his life while fighting against the rampant corruption in our society.As a celebration of his life and in commemoration of his beliefs, IIT Kanpur has established an annual Satyendra K Dubey Memorial Award given to an IIT alumnus for displaying highest professional integrity in upholding human values. ""Don't remember me or my work, just one request, remember my message.""Mr. Satyendra Dubey hailed from a very humble background. Born in 1973 in the Shahpur village, Bihar, he strived hard to receive education amidst the daily struggles of life. He not only topped the 10th and 12th state board exams but also cleared his way through one of the most competitive engineering exams in the country. In 1994, he graduated from the Department of Civil Engineering at IIT Kanpur. Two years later, he completed his M.Tech. from IIT BHU, Varanasi.

When the time came to choose a career, Satyendra opted for the Indian Engineering Services instead of a high-paying corporate job. As his brother recalls, ""My brother was one of the most idealistic people I have met in my life. He believed in his country and wanted to contribute towards the building of a strong nation."" In July 2002, Satyendra joined the National Highways Authority of India (NHAI) on deputation. While serving as the Project Director at Koderma, Jharkhand, he exposed severe financial and contractual irregularities involved in the construction of a stretch of NH2. Such was his determination and sincerity that he had the contractor rebuilt 6 km of poor quality road, a huge loss for the road contract mafia. As it has happened time and again, he was transferred to Gaya much against his wishes. However, he continued to embrace his life's principles and exposed large-scale flouting of NHAI rules regarding sub-contracting and quality control at Gaya.

On 27th November 2003, while returning from a wedding in Varanasi, Satyendra was shot dead in front of the circuit house in Gaya. It is speculated that he was murdered as his ideals stood in the way of many. The tragic news of his death drew sharp reactions from various quarters of society. Students and alumni bodies of IITs came forward in demanding justice for him. Two of his batch mates at the institute, Ashutosh Aman and Atal Bansal set up the S. K. Dubey Foundation for Fight Against Corruption in India to systematically fight against the evil. On behalf of the foundation, Ashutosh Aman produced a small documentary on Satyendra Dubey directed by Mini Vaid which was aired on NDTV on 26 November 2007.

Satyendra K Dubey's life is time and again covered in popular media. The famous Indian musician Rabbi Shergill dedicated few lines to him in one of his songs 'Jinhe naaz hai hind pe vo kahaan hain'. Several awards and fellowships have been set up in his name to keep his legacy alive. The Indian Express fellowship, Satyendra K Dubey Memorial Award by IIT Kanpur, Satyendra Dubey Award for civil services by IRDS, Lucknow, are to name a few. Though Satyendra Dubey is no more with us, his unflinching determination and will to fight against the ills of society will continue to inspire the coming generations."
Prof. K. VijayRaghavan,"Dr. VijayRaghavan graduated with a B.Tech degree in 1975 and a master's in 1977 in Chemical Engineering from IIT Kanpur. He completed his doctoral research from Tata Institute of Fundamental Research (TIFR) in 1983 in the field of molecular biology. During his postdoctoral work from 1984 to 1985, he was a research fellow and then, from 1986 to 1988, a senior research fellow at the California Institute of Technology..



Prof. VijayRaghavan is a member of the board of governors of the Okinawa Institute of Science and Technology, and a senior editor of the journal eLife. He also served as the secretary of Department of Biotechnology (DBT), India. Dr. VijayRaghavan was conferred upon Distinguished Alumnus Award, 2003 by IIT Kanpur."
Dr. Deepak Kumar Agarwal,"Dr. Deepak Kumar Agarwal did his M.Tech in Mechanical Engineering from IIT Kanpur in 2004.He earned his PhD in Nano fluid Heat Transfer from Indian Institute of Space Science and Technology, Trivandrum from 2010 to 2016."
Mr. Gaurav Gupta,"Mr. Gaurav Gupta is currently the MD of Karnataka State Road Transport Corporation (KSRTC). He has 25 years of experience in fields of Commerce & Industries, Infrastructure, Power, Urban Development & Transportation."
Mr. Abhishek Singh,Mr. Abhishek Singh currently serves as the President & CEO of National e Governance Division (NeGD) that was created by the Ministry of Electronics & Information Technology to play a pivotal role in supporting the Ministry of Electronics & Information Technology in Programme Management and implementation of e-Governance projects and initiatives.
Mr. Ashwini Vaishnaw,"Shri Ashwini Kumar Vaishnaw serves as the Union Cabinet Minister for Communications, Electronics & Information Technology and Railways, Government of India. He is also a Member of the Indian Parliament, representing Odisha state in the Rajya Sabha since June 2019. He was appointed as a member of the Committee on Subordinate Legislation and Petitions and Committee on Science and Technology, Environment and Forests."
Mr. Vikas Vaibhav,"Mr. Vaibhav is a Deputy Inspector General of Police, ATS, Bihar at Indian Police Service. After completing his formal education from IIT Kanpur and finding himself deeply interested in the History and Future of India, he joined the Indian Police Service in 2003 with a mission of contributing towards Positive Change."
Mr. Dinesh Kumar Jain,"Mr. Dinesh Kumar Jain is currently a Member of the Lokpal of India.Mr. Jain did his B.Tech and M.Tech in Mechanical Engineering from IIT Kanpur in 1981 and 1983 respectively. He joined Indian Administrative Services in 1983 and later went on to pursue his MBA from the University of Hull, UK. Mr. Jain was appointed as the 39th Chief Secretary of the Maharashtra Government. Mr. Jain has been responsible for streamlining the finance of the state and also controlling increasing debts. He also held key posts in various central departments including agriculture, rural development, and employment guarantee schemes. His vast experience also includes working in the United Nations Industrial Development Organisation, New Delhi as a national program director. With the experience of working with a large number of SMEs in the automotive component sector, he also led a program for improving the manufacturing design so as to increase the competitiveness of these units. He is the recipient of the prestigious IITK Distinguished Alumnus Award 2019."
Mr. Saurabh Chandra,"Mr. Saurabh Chandra currently serves as a Public Interest Director, Chairman of the Board of Directors of Multi Commodity Exchange of India Limited and an Independent Director on the Boards of SBI Pension Funds Pvt Ltd., Vacmet India Limited, and J.K. Cements Limited.Mr. Chandra did his B.Tech in Electrical Engineering from IIT Kanpur in 1976. He joined the Indian Administrative Service in 1978 and was allotted the Uttar Pradesh cadre. He retired from the post of Secretary, Government of India, Ministry of Petroleum and Natural Gas in 2015. Prior to that, he was Secretary in the Department of Industrial Policy and Promotion (DIPP), Ministry of Commerce and Industry, Government of India.

In a public service career spanning 37 years, Mr. Chandra has held several prestigious positions, both in the state of Uttar Pradesh and the Government of India (GOI). The experience gained in policy formulation and implementation is demonstrated by a long record of successful outcomes in multiple areas and diverse sectors like oil and gas, industry, disinvestment, foreign direct investment, intellectual property, district administration, and execution of big projects. Specifically during his tenure as Secretary in the Petroleum and Natural Gas, major sustainable reforms, having far-reaching impact were introduced in the oil and gas sector. Diesel deregulation is one example of a big reform led by him. PAHAL is another example. As the world's largest direct benefit transfer scheme, PAHAL finds a place in the Guinness Book of World Records. During his stint as Secretary in DIPP, major reforms were initiated in the FDI policy and intellectual policy regime. Earlier, while working in the Department of Fertilisers, Government of India, he was associated with the setting up of the Oman India Fertiliser Project, one of the most successful overseas joint ventures of Indian enterprises.



Mr. Chandra is the recipient of the prestigious IITK Distinguished Alumnus Award, 2021."
Mr. Karnal Singh,"Mr. Karnal Singh received his master's degree in Computer Science from IIT Kanpur in 1981 and subsequently went on to pursue a degree in Law from V.M. Salgaocar College of Law in 2003 and an MBA from the University of Delhi in 2008. He graduated from Delhi College of Engineering in 1979. He later earned his diploma in Information Technology from the Asian School of Cyber Laws in 2002.Mr. Singh, an IPS officer of the 1984 batch, retired as the Chief of Enforcement Directorate in 2018, after 34 years of distinguished service. He led many successful investigations in counter-terrorism, anti-money laundering, and anti-corruption. He has been awarded the President Police Medal for Distinguished Service in 2008, and President Police Medal for Meritorious Service in 2002. He has penned a book titled - Batla House; An Encounter that Shook the Nation. He is the recipient of the prestigious IITK Satyendra K. Dubey Memorial Award, 2021."
Mr. Prabhat Singh,"Mr. Prabhat Singh, a visionary professional in the hydrocarbon sector, is credited with putting India on the world gas map. Armed with 35 years of diverse experience of executing several projects including the execution of the world's longest exclusive LPG pipeline from Jamnagar to Loni, he has redefined and reshaped the hydrocarbon industry. He currently serves as the CEO and MD of Petronet LNG. IIT Kanpur has conferred upon him the Distinguished Alumnus Award 2016 for professional excellence.Mr. Prabhat Singh completed his bachelor's degree in Civil Engineering from IIT Kanpur in 1980. Since then, he has worked in the Hydrocarbon Industry both in MNC (British Gas) and Maharatna PSUs (GAIL, NTPC, EIL), etc. successfully executing diverse roles including Project Planning, Execution & Management, Exploration & Production, Training & Organizational Reforms and Business Development & Marketing.

He has served as a Chairman of Ratnagiri Gas and Power Private Limited (RGPPL) erstwhile Dabhol Power Company. During his tenure, he commissioned the 5 MMTPA LNG regasification terminal at Dabhol. At British Gas (India), he headed the Upstream Business Development and Strategy Divisions. He has also served as the Director of Marketing at GAIL and Chairman of GAIL Global Singapore Pte Ltd. (GGSPL), a global trading arm of GAIL at Singapore currently engaged in creating value & managing India's pioneering efforts towards global LNG business. At GAIL, he led a highly human-oriented change management initiative titled 'Project Parivartan' that put people at the heart of corporate purpose to address the changing business environment.



Mr. Singh has been instrumental in putting the country on the world gas map, India being one of the first countries to have sourced LNG (based on Henry Hub) from the US. One of his major contributions has been the execution of the world's longest exclusive LPG pipeline from Jamnagar to Loni. The project was recognized by the Asian Development Bank as the 'Best Managed Project' of the year. He has also been instrumental in ushering in the 'Open Access Common Carrier Principle' in India. He is one of the core contributors to the concept of gas pooling for the power & fertilizer sector which is under successful implementation. He has also been a member of the National Auto Fuel Policy of MoPNG & member of the Governing body of Rajeev Gandhi Institute of Petroleum and Technology, Rai Bareilly.

Considered a visionary in the hydrocarbon industry, he was appointed as the CEO and MD of Petronet LNG in July 2015."
Mr. Samir Cairae,"Mr. Samir Cairae has spent more than two decades in managing complex, rapidly evolving, and competitive global businesses. For the several leadership roles that he has played to perfection during his career, he has gained a reputation for mobilizing businesses, driving growth and profits, and carrying out company-wide transformation programs. In January 2016, Mr. Cairae was appointed as the CEO of Diversified Metals, Vedanta Limited.Mr. Samir Cairae received his bachelor's degree in electrical engineering from IIT Kanpur in 1988. From 1989 to 1992, he studied at the HEC School of Management, Paris for a Master's in Business Administration. Since 1992, he has worked with several leading corporations and held global corporate roles in Asia and Europe.

Mr. Cairae started his career as a Business Head at Schlumberger India where he played a key role in building the business from scratch and running independent P&L operations in smart card division. After working there for four years, he moved to Accor Asia Pacific in 1996 as the Business Development Head primarily responsible for acquisitions, restructuring, negotiations and designing strategies. In March 1999, his association with the giant cement maker Lafarge began which lasted till January 2016. From 1999 to 2003, he served as the Vice President of Operations, Strategy & Development for several cement plants associated with Lafarge in Eastern India. For the next three years, he worked as the BU President of Lafarge China where he directly managed 3 companies in 2 different product lines. In January 2007, he was appointed as the CEO and Chairman of Lafarge Cement Philippines where he continued till 2010. His last stint with the group was at LafargeHolcim where he headed the SVP Industrial Performance Group responsible for managing the industrial strategy and performance of all the plants worldwide and the industrial competency centers comprising 330 experts and professionals.

While juggling to perform different roles and responsibilities, Mr. Cairae took another challenge and completed his Executive Development course from Stanford Graduate School of Business in 2010 and further went on to pursue Executive Education from Harvard Business School in 2013.

In January 2016, Mr. Samir Cairae, owing to his rich expertise in managing global firms and delivering sustainable growth, was appointed as the Chief Executive Officer of Diversified Metals (India), Vedanta Limited. As he continues to provide operational and strategic leadership for the performance of Vedanta Limited's Aluminum, India Copper, Power, Iron Ore divisions along with Commercial and Asset optimization functions, the company is expected to sail through the tough 2016 in the market commodities."
Mr. Bhaskar Pramanik,"Mr. Bhaskar Pramanik is the Chairman of Microsoft India responsible for overseeing Microsoft's sales, marketing, and services subsidiary, provides overall leadership on all Microsoft assets in India, and also leads Microsoft's interactions with policymakers. Currently, he lives in Gurgaon with his wife and two children.Mr. Pramanik completed his B.Tech. from IIT Kanpur, and later attended the Stanford University's Advanced Marketing Management Program. Since then, he has been actively involved with the Indian IT industry. He has worked in several senior management positions in companies like Digital Equipment India Ltd., Blue Star Ltd., and NELCO. While serving as the Vice-President, Sales & Marketing, at Digital Equipment India Ltd., he was part of the original Country Management Team responsible for setting up the joint venture in India. He later became the Director of Enterprise Sales (Asia-Pacific) in Singapore.

He led Sun Microsystems for 13 years as the MD, where he also served as the Global VP, Commercial Systems, at the U.S. HQ. From 1997 to 2008, he was the President of Sun's India operations. On 1st April 2010, he became the Managing Director of Oracle India only to leave it in less than a year, on 28 March 2011, to join as the Chairman of Microsoft India. In his current role, he reports directly to Jean-Philippe Courtois who is currently the President of Microsoft International. Mr. Pramanik is also a member of various committees in CII, MAIT, NASSCOM.



With over 35 years of IT industry experience, Mr. Pramanik is a regular speaker on computer & telecom related subjects at public forums and industry meetings. He is known for his outstanding managerial skills. He leads by setting his own example and has earned the respect of his colleagues as well as his competitors. In addition to his analytical incisiveness, his success in managing companies is known to be steeped in his social awareness, human understanding, and human relationships. Besides work, he has a keen interest in photography and reading."
Mr. Deepak Bhagat,"Deepak Bhagat is one of the most respectable alumni of the Institute who has played a pivotal role in forging strong ties between the Institute and its alumni. He is one of the founding members of the IITK Foundation that raises funds for the Institute in the USA. He is also the founder of the west-coast chapter of the IITK Alumni Association in Silicon Valley and takes an active interest in mentoring and helping young alumni.
Mr. Bhagat is a high technology leader with over 45 years of diverse experience of working in Silicon Valley. Throughout his career, he has worked with some of the biggest technologies and products that have set industry directions and generated billions of dollars in revenues. In 2001, IIT Kanpur conferred upon him the Distinguished Alumnus Award in recognition of his outstanding managerial skills and his contributions towards building institute-alumni relationships of a high order.Deepak Bhagat received his B.Tech. degree in Electrical Engineering in 1973 from IIT Kanpur and further went on to complete his Masters in Science with specialization in Electrical and Computer Engineering from the Case Western Reserve University, Cleveland in 1977.

In 1979, he started his career with Hewlett-Packard as an R&D Engineering Manager and went on to stay with the company for 14 years. He was a key contributor to HP's transition to a precision architecture based commercial system (HP 3000 900 series) in various engineering and technical marketing management capacities. Additionally, he contributed to HP's personal computer product strategy and led the company's joint development programs with Microsoft and Novell. In 1993, he joined Sun Microsystems as a Senior Director of Engineering and made key contributions to strategy, technology roadmaps, system software, architecture, acquisitions, technology evaluation, and partnerships for several programs such as Solaris/Ultrasparc Systems, Sun N1 Grid Management Engine, and others. He is also the co-founder of Sun India Engineering Center in Bangalore and played a key role in initiating Sun's collaborative research with IITs in India. He was also a member of President Clinton's entourage that came to India in March 2000. From 2007 to 2012, he acted as the Founding Principal of Vikroon Systems Inc. and provided high-end consulting to several high profile clients including Cisco, Huawei, and BMC in the areas of Data Center Infrastructure and Management products. Mr. Bhagat is currently a Vice President at SAP in the Cloud Architecture and Engineering Group.



Mr. Bhagat has also been involved with several Start-ups working in the areas of data center infrastructure and automation, cloud services, and mobile. For instance, he led the development of a data center automation and service provisioning platform as the CEO and VP of Engineering at a very early stage startup Centrata Inc. Besides working with the Start-ups, he is also a core member of the TiE Angels group, one of the largest and most active Angels group in Silicon Valley."
Dr. Pawan Kumar Goenka,"Dr. Pawan Kumar Goenka is currently the chief operating officer (COO) of Mahindra & Mahindra Ltd., Mumbai. After completing his B.Tech in mechanical engineering from IIT Kanpur in 1975, he went to Cornell University from where he obtained his MS as well as Ph.D. in mechanical engineering.His MS work on lubrication and tribology of artificial hip joints and subsequent work on engine lubrication and tribology for his Ph.D. thesis at Cornell University gave him widespread recognition.

After obtaining the doctorate, Dr. Pawan Kumar Goenka joined general motors, a global research, and development center in Detroit, where he continued research in engine lubrication & tribology. He developed a software package FLARE (Friction and lubrication analysis of lubricating reciprocating engines), which is widely used in automobile industry worldwide. Later, he led GM engine research activities in mechanical components and NVH (noise, vibration, harshness). After serving for 14 years at GM, Dr. Goenka returned to India and joined Mahindra and Mahindra (R&D) in 1993. Dr. Goenka's first task in Mahindra R&D was to introduce CAD-CAM and deal with problems related to engine and vehicle NVH. This led to a project for reworking the guts of the Armada vehicle and then the Chrysler-Cherokee project. He subsequently moved to other projects such as Armada 98, Bolero, and Load King. The latest in this series is Scorpio, which has been conceptualized and designed by the in-house integrated design and manufacturing team led by Dr. Goenka. ""Scorpio was the most exciting project any automotive engineer could think of being involved with. Our team was involved in everything, from market research to design to set up the plant. I could never have got such an opportunity at GM"" says Dr. Goenka. The launch of Scorpio helped Mahindra move into the urban market segment and helped launch the SUV segment in India.

Dr. Goenka is internationally recognized for his pioneering work in engine tribology. His methods for the analysis of engine bearing and engine friction, which were developed 20 years ago, still remain in use as a common reference in automotive engineering. He is an expert in vehicular emission control and alternative fuels.

Dr. Pawan Goenka was conferred prestigious ""SAE fellowship"" by the society of automotive engineers, the USA in 2004, the highest grade of membership bestowed by SAE international for outstanding engineering and scientific accomplishments, resulting in meaningful advances in automotive, aerospace, and commercial vehicle technology. The fellowship program, established in 1975, recognizes only 20 scholars worldwide for this honor every year. He is the second Indian recipient of this honor. Dr. Goenka is also a fellow of Indian national academy of engineering. He is highly respected in Indian industry for his phenomenal commitment to engineering design and quality assurance. He is a member of the national committee on quality, constituted by the confederation of Indian Industries (CII). Dr. Goenka moved into his current role as COO of Mahindra and Mahindra Ltd. in April 2003."
Mr. Amit Agarwal,"Mr. Amit Agarwal, Global Senior Vice President and Country Head of Amazon India, is the man behind the staggering rise of the company surpassing all the internal milestones in the Indian e-commerce market. Known for his customer obsession and outstanding business development skills, he envisages Amazon to be the most customer-centric company by transforming the online business trend in India. It is surprising to know that the man who always aspired to become a teacher and accidentally landed up in the internet business world is spearheading the expansion of the world's largest online retailer in India's booming e-commerce industry.

""I am a runner. When you run (a marathon), you don't check after 10m and see if you're ahead.
If you do, then it's going to be a very long race for you because you might trip.""Mr. Amit Agarwal obtained his B.Tech. degree in Computer Science in 1995 from IIT Kanpur and further went on to complete his master's in the same discipline from Stanford University in 1997. Following it, he joined Cambridge Technology Partners in Silicon Valley only to leave it in few months for Informatica. However, he was not satisfied working over there and decided to join Amazon when the company approached him a few times.

He began his stint at Amazon in February 1999 in Seattle. It is interesting to know that on being asked what made him join Amazon, he stated that it wasn't something he had in his mind ever and it is destiny that brought him on board. His Stanford's batchmate prodded him to join the e-commerce industry and his love and passion for mountain climbing made his decision easier, said Mr. Agarwal in one of his interviews.

At the time he joined Amazon, the company was only into bookselling and was interested in expanding its operations. Mr. Agarwal played a pivotal role in accomplishing the company's vision and mission. He started working at Amazon as a software developer and steadily rose to the top ranks becoming one of the youngest team members of the Senior Leadership Team (S-Team) of chief executive officer and president Jeff Bezos. He has always remained an important part of almost every single large bet made by the retailer that spans Amazon's core online marketplace business, Amazon Web Services (AWS). In 2004, he moved to India to head the AWS team as a managing director and oversaw the company's expansion in the country. In 2007, he returned to Seattle and became a part of Bezos's much-coveted team of technical advisers prominently known as the Shadow Team. He served as a technical adviser for three years and then was promoted to be a VP International Expansion in 2009 and Vice President and Country Head, Amazon India in 2013.



Owing to his excellent track record and relentless endeavors to expand Amazon's business in India, the company elevated him to the position of a global senior vice president in March 2017. However, he will continue to spearhead the company's operations in India as the Country Head. Under Mr. Agarwal's leadership, Amazon has grown in leaps and bounds over the past few years and is focused on bringing global innovations to India. Mr. Jeff Bezos has recently announced to invest $3 billion more to strengthen the company's presence in the Indian e-commerce market. Mr. Agarwal is the recipient of the prestigious IITK Distinguished Alumnus Award 2018."
Dr. Mohit Uberoi,"Dr. Mohit Uberoi is a transformational leader with a proven track record of making businesses successful. Since 6 November 2015, he has been serving as the Chief Executive Officer and President of Goss International Corporation. Armed with a B.Tech. degree in Chemical Engineering from the Indian Institute of Technology Kanpur and a Ph.D. degree in Engineering from the University of Arizona, Dr. Uberoi has worked in several capacities driving many businesses to success.In 1997, he joined the MEGTEC Systems Inc./B&W MEGTEC and rose to become the President and Chief Executive Officer of the company. Under Dr. Uberoi's leadership, revenue and profits at MEGTEC grew at a CAGR of 14% and 19%, respectively. Prior to joining MEGTEC, he served as an Engineering Manager for Emission Control Products at W.R. Grace in Columbia, MD. While serving as an Executive Affiliate of Hamilton Robinson Capital Partners LLC, he focused on industrial and environmental controls. Dr. Uberoi has also served as the Vice President of IEPG with global responsibility for the oxidizer and industrial dryer business.





Dr. Mohit Uberoi has significant experience in overseeing the transformation of global industrial midmarket companies with multiple product lines and global locations, with both private equity and public shareholders. He has a strong appreciation for the strengths of Goss International, its employees, customers, and products. With his printing industry background, he has a deep understanding of the many challenges facing the broader industry."
